6,2,MSN,PIT,504
7,0,MSN,PIT,504
1,7,MSN,PIT,504
2,-1,MSN,PIT,504
3,-4,MSN,PIT,504
4,-3,MSN,PIT,504
5,0,MSN,PIT,504
6,-4,MSN,PIT,504
7,-3,MSN,PIT,504
1,-1,MSN,PIT,504
2,35,MSN,PIT,504
4,10,MSN,PIT,504
5,-1,MSN,PIT,504
6,5,MSN,PIT,504
7,0,MSN,PIT,504
1,-3,MSN,PIT,504
2,-4,MSN,PIT,504
3,NA,MSN,PIT,504
4,0,MSN,PIT,504
5,1,MSN,PIT,504
6,-5,MSN,PIT,504
7,-2,MSN,PIT,504
1,1,MSN,PIT,504
3,0,MSN,PIT,504
4,0,MSN,PIT,504
5,0,MSN,PIT,504
6,-3,MSN,PIT,504
7,1,MSN,PIT,504
5,9,MSN,PIT,504
6,2,MSN,PIT,504
1,3,MSN,PIT,504
2,-1,MSN,PIT,504
3,-2,MSN,PIT,504
4,-3,MSN,PIT,504
5,0,MSN,PIT,504
6,-1,MSN,PIT,504
1,2,MSN,PIT,504
2,0,MSN,PIT,504
3,45,MSN,PIT,504
4,-1,MSN,PIT,504
5,-4,MSN,PIT,504
6,0,MSN,PIT,504
1,-1,MSN,PIT,504
2,0,MSN,PIT,504
3,0,MSN,PIT,504
4,24,MSN,PIT,504
5,-2,MSN,PIT,504
6,-1,MSN,PIT,504
1,1,MSN,PIT,504
2,-5,MSN,PIT,504
3,-3,MSN,PIT,504
4,-3,MSN,PIT,504
5,28,MSN,PIT,504
6,-1,MSN,PIT,504
5,NA,MSN,MKE,74
6,3,MSN,MKE,74
1,-2,MSN,MKE,74
2,1,MSN,MKE,74
3,0,MSN,MKE,74
4,-3,MSN,MKE,74
5,0,MSN,MKE,74
6,2,MSN,MKE,74
1,-2,MSN,MKE,74
2,-5,MSN,MKE,74
3,37,MSN,MKE,74
4,-3,MSN,MKE,74
5,-4,MSN,MKE,74
6,0,MSN,MKE,74
1,0,MSN,MKE,74
2,-1,MSN,MKE,74
3,0,MSN,MKE,74
4,NA,MSN,MKE,74
5,1,MSN,MKE,74
6,3,MSN,MKE,74
1,-6,MSN,MKE,74
2,-2,MSN,MKE,74
3,0,MSN,MKE,74
4,-1,MSN,MKE,74
5,-4,MSN,MKE,74
6,-2,MSN,MKE,74
5,-3,MSN,MKE,74
6,2,MSN,MKE,74
7,2,MSN,MKE,74
2,-2,MSN,MKE,74
4,-3,MSN,MKE,74
5,0,MSN,MKE,74
6,-2,MSN,MKE,74
7,3,MSN,MKE,74
1,-4,MSN,MKE,74
2,13,MSN,MKE,74
3,-1,MSN,MKE,74
4,-2,MSN,MKE,74
5,0,MSN,MKE,74
6,6,MSN,MKE,74
7,0,MSN,MKE,74
1,-2,MSN,MKE,74
2,0,MSN,MKE,74
3,-3,MSN,MKE,74
4,0,MSN,MKE,74
5,0,MSN,MKE,74
6,-2,MSN,MKE,74
7,0,MSN,MKE,74
1,1,MSN,MKE,74
2,-2,MSN,MKE,74
3,-1,MSN,MKE,74
4,-3,MSN,MKE,74
5,-2,MSN,MKE,74
6,-3,MSN,MKE,74
7,0,MSN,MKE,74
7,4,MSN,MKE,74
7,3,MSN,MKE,74
7,3,MSN,MKE,74
7,-3,MSN,MKE,74
7,2,MSN,MKE,74
5,0,MSN,DTW,312
6,-3,MSN,DTW,312
1,-2,MSN,DTW,312
3,-3,MSN,DTW,312
4,0,MSN,DTW,312
5,-2,MSN,DTW,312
6,0,MSN,DTW,312
1,-3,MSN,DTW,312
2,7,MSN,DTW,312
3,9,MSN,DTW,312
4,1,MSN,DTW,312
5,-3,MSN,DTW,312
6,-3,MSN,DTW,312
1,2,MSN,DTW,312
2,-1,MSN,DTW,312
3,-2,MSN,DTW,312
4,11,MSN,DTW,312
5,-1,MSN,DTW,312
6,-2,MSN,DTW,312
1,-3,MSN,DTW,312
2,-3,MSN,DTW,312
3,-1,MSN,DTW,312
4,NA,MSN,DTW,312
5,-1,MSN,DTW,312
6,3,MSN,DTW,312
5,-3,MSN,DTW,312
6,18,MSN,DTW,312
7,-1,MSN,DTW,312
1,-4,MSN,DTW,312
2,10,MSN,DTW,312
3,-2,MSN,DTW,312
4,-4,MSN,DTW,312
5,-3,MSN,DTW,312
6,-4,MSN,DTW,312
7,82,MSN,DTW,312
1,-4,MSN,DTW,312
2,1,MSN,DTW,312
3,54,MSN,DTW,312
4,-4,MSN,DTW,312
5,-2,MSN,DTW,312
