5,-1,MSN,MSP,228
5,-4,MSN,MSP,228
3,5,MSN,MSP,228
4,13,MSN,MSP,228
5,NA,MSN,MSP,228
6,-1,MSN,MSP,228
7,2,MSN,MSP,228
5,5,MSN,MSP,228
3,108,MSN,MSP,228
4,NA,MSN,MSP,228
5,3,MSN,MSP,228
6,-3,MSN,MSP,228
7,-1,MSN,MSP,228
1,10,MSN,MSP,228
2,-3,MSN,MSP,228
3,-2,MSN,MSP,228
4,-2,MSN,MSP,228
5,0,MSN,MSP,228
6,-1,MSN,MSP,228
7,-4,MSN,MSP,228
1,-1,MSN,MSP,228
2,11,MSN,MSP,228
3,-4,MSN,MSP,228
4,-1,MSN,MSP,228
5,9,MSN,MSP,228
6,10,MSN,MSP,228
7,-3,MSN,MSP,228
1,-2,MSN,MSP,228
2,-3,MSN,MSP,228
3,-4,MSN,MSP,228
4,36,MSN,MSP,228
5,37,MSN,MSP,228
6,-3,MSN,MSP,228
7,16,MSN,MSP,228
1,10,MSN,MSP,228
2,-1,MSN,MSP,228
3,-4,MSN,MSP,228
4,-8,MSN,MSP,228
1,0,MSN,MSP,228
2,-4,MSN,MSP,228
3,-2,MSN,MSP,228
4,-1,MSN,MSP,228
5,-3,MSN,MSP,228
6,-3,MSN,MSP,228
7,-3,MSN,MSP,228
1,2,MSN,MSP,228
2,-1,MSN,MSP,228
3,-2,MSN,MSP,228
4,3,MSN,MSP,228
5,-3,MSN,MSP,228
6,NA,MSN,MSP,228
7,-3,MSN,MSP,228
1,-4,MSN,MSP,228
2,-3,MSN,MSP,228
3,-2,MSN,MSP,228
4,0,MSN,MSP,228
5,-3,MSN,MSP,228
6,-8,MSN,MSP,228
7,-3,MSN,MSP,228
1,5,MSN,MSP,228
2,-2,MSN,MSP,228
3,-1,MSN,MSP,228
4,-2,MSN,MSP,228
5,-3,MSN,MSP,228
3,12,MSN,MSP,228
4,61,MSN,MSP,228
5,32,MSN,MSP,228
6,10,MSN,MSP,228
7,447,MSN,MSP,228
1,5,MSN,MSP,228
2,3,MSN,MSP,228
3,-2,MSN,MSP,228
4,27,MSN,MSP,228
5,-2,MSN,MSP,228
6,-2,MSN,MSP,228
7,3,MSN,MSP,228
1,-3,MSN,MSP,228
2,-1,MSN,MSP,228
3,0,MSN,MSP,228
4,NA,MSN,MSP,228
5,3,MSN,MSP,228
6,1,MSN,MSP,228
7,5,MSN,MSP,228
1,8,MSN,MSP,228
2,8,MSN,MSP,228
3,78,MSN,MSP,228
4,-3,MSN,MSP,228
5,-1,MSN,MSP,228
6,-3,MSN,MSP,228
7,33,MSN,MSP,228
1,3,MSN,MSP,228
2,4,MSN,MSP,228
3,0,MSN,MSP,228
4,22,MSN,MSP,228
3,-4,MSN,MSP,228
4,3,MSN,MSP,228
5,-2,MSN,MSP,228
6,109,MSN,MSP,228
7,9,MSN,MSP,228
1,-3,MSN,MSP,228
2,-4,MSN,MSP,228
3,-3,MSN,MSP,228
4,78,MSN,MSP,228
5,-2,MSN,MSP,228
6,-3,MSN,MSP,228
7,-3,MSN,MSP,228
1,2,MSN,MSP,228
2,0,MSN,MSP,228
3,5,MSN,MSP,228
4,0,MSN,MSP,228
5,9,MSN,MSP,228
6,-1,MSN,MSP,228
7,0,MSN,MSP,228
1,-5,MSN,MSP,228
2,36,MSN,MSP,228
3,-3,MSN,MSP,228
4,-2,MSN,MSP,228
5,5,MSN,MSP,228
6,-1,MSN,MSP,228
7,-3,MSN,MSP,228
1,-2,MSN,MSP,228
2,-2,MSN,MSP,228
3,8,MSN,MSP,228
4,0,MSN,MSP,228
5,0,MSN,MSP,228
3,35,MSN,MSP,228
4,NA,MSN,MSP,228
5,29,MSN,MSP,228
7,-4,MSN,MSP,228
1,15,MSN,MSP,228
2,-4,MSN,MSP,228
3,-1,MSN,MSP,228
4,276,MSN,MSP,228
5,85,MSN,MSP,228
7,28,MSN,MSP,228
1,4,MSN,MSP,228
2,56,MSN,MSP,228
3,-2,MSN,MSP,228
4,49,MSN,MSP,228
5,175,MSN,MSP,228
7,3,MSN,MSP,228
1,91,MSN,MSP,228
2,-4,MSN,MSP,228
3,47,MSN,MSP,228
4,3,MSN,MSP,228
5,56,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,2,MSN,MSP,228
3,-6,MSN,MSP,228
4,-1,MSN,MSP,228
3,0,MSN,ORD,109
4,15,MSN,ORD,109
5,-3,MSN,ORD,109
6,59,MSN,ORD,109
7,23,MSN,ORD,109
1,-2,MSN,ORD,109
2,-1,MSN,ORD,109
3,-2,MSN,ORD,109
4,11,MSN,ORD,109
5,29,MSN,ORD,109
6,9,MSN,ORD,109
7,0,MSN,ORD,109
1,-1,MSN,ORD,109
2,-2,MSN,ORD,109
3,112,MSN,ORD,109
4,6,MSN,ORD,109
5,5,MSN,ORD,109
6,-3,MSN,ORD,109
7,-1,MSN,ORD,109
1,5,MSN,ORD,109
2,253,MSN,ORD,109
3,-2,MSN,ORD,109
4,2,MSN,ORD,109
5,70,MSN,ORD,109
6,16,MSN,ORD,109
7,98,MSN,ORD,109
1,2,MSN,ORD,109
2,1,MSN,ORD,109
3,0,MSN,ORD,109
4,-2,MSN,ORD,109
5,-2,MSN,ORD,109
2,-1,MSN,ORD,109
3,-2,MSN,ORD,109
4,3,MSN,ORD,109
5,17,MSN,ORD,109
6,-3,MSN,ORD,109
1,4,MSN,ORD,109
2,-1,MSN,ORD,109
3,106,MSN,ORD,109
4,2,MSN,ORD,109
5,0,MSN,ORD,109
6,-2,MSN,ORD,109
1,3,MSN,ORD,109
2,-1,MSN,ORD,109
3,13,MSN,ORD,109
4,2,MSN,ORD,109
5,-1,MSN,ORD,109
6,57,MSN,ORD,109
1,15,MSN,ORD,109
2,-1,MSN,ORD,109
3,-1,MSN,ORD,109
4,-3,MSN,ORD,109
5,-1,MSN,ORD,109
3,48,MSN,ORD,109
4,11,MSN,ORD,109
5,NA,MSN,ORD,109
6,3,MSN,ORD,109
1,21,MSN,ORD,109
4,72,MSN,ORD,109
5,-2,MSN,ORD,109
6,21,MSN,ORD,109
7,-2,MSN,ORD,109
1,0,MSN,ORD,109
2,-2,MSN,ORD,109
3,-1,MSN,ORD,109
4,NA,MSN,ORD,109
5,-2,MSN,ORD,109
6,-4,MSN,ORD,109
7,-2,MSN,ORD,109
1,-2,MSN,ORD,109
2,-1,MSN,ORD,109
3,NA,MSN,ORD,109
4,NA,MSN,ORD,109
5,NA,MSN,ORD,109
6,-2,MSN,ORD,109
7,0,MSN,ORD,109
1,-2,MSN,ORD,109
2,222,MSN,ORD,109
3,16,MSN,ORD,109
4,0,MSN,ORD,109
5,NA,MSN,ORD,109
6,-2,MSN,ORD,109
7,NA,MSN,ORD,109
1,NA,MSN,ORD,109
2,-2,MSN,ORD,109
3,30,MSN,ORD,109
4,-2,MSN,ORD,109
5,1,MSN,ORD,109
5,-4,MSN,DTW,312
5,-2,MSN,DTW,312
1,-1,MSN,DTW,312
2,-3,MSN,DTW,312
3,-1,MSN,DTW,312
4,0,MSN,DTW,312
5,NA,MSN,DTW,312
6,-3,MSN,DTW,312
7,-3,MSN,DTW,312
1,4,MSN,DTW,312
2,-2,MSN,DTW,312
3,1,MSN,DTW,312
4,1,MSN,DTW,312
5,-2,MSN,DTW,312
6,23,MSN,DTW,312
7,-2,MSN,DTW,312
1,-1,MSN,DTW,312
2,-3,MSN,DTW,312
3,-2,MSN,DTW,312
4,-3,MSN,DTW,312
5,-2,MSN,DTW,312
6,-3,MSN,DTW,312
7,51,MSN,DTW,312
1,-3,MSN,DTW,312
2,-4,MSN,DTW,312
3,0,MSN,DTW,312
4,-2,MSN,DTW,312
1,-3,MSN,DTW,312
2,-4,MSN,DTW,312
3,-3,MSN,DTW,312
4,-4,MSN,DTW,312
5,-1,MSN,DTW,312
6,-2,MSN,DTW,312
1,-1,MSN,DTW,312
2,-2,MSN,DTW,312
3,-1,MSN,DTW,312
4,0,MSN,DTW,312
5,-1,MSN,DTW,312
6,-4,MSN,DTW,312
1,-1,MSN,DTW,312
2,-1,MSN,DTW,312
3,-1,MSN,DTW,312
4,-1,MSN,DTW,312
5,-3,MSN,DTW,312
6,-3,MSN,DTW,312
1,-1,MSN,DTW,312
2,-1,MSN,DTW,312
3,-2,MSN,DTW,312
4,-3,MSN,DTW,312
5,-4,MSN,DTW,312
3,-2,MSN,DTW,312
4,-3,MSN,DTW,312
5,-2,MSN,DTW,312
7,69,MSN,DTW,312
5,-4,MSN,DTW,312
3,0,MSN,DTW,312
4,NA,MSN,DTW,312
5,13,MSN,DTW,312
6,-2,MSN,DTW,312
7,-2,MSN,DTW,312
1,11,MSN,DTW,312
2,-2,MSN,DTW,312
3,-4,MSN,DTW,312
4,113,MSN,DTW,312
5,23,MSN,DTW,312
6,-3,MSN,DTW,312
7,-2,MSN,DTW,312
1,-2,MSN,DTW,312
2,-4,MSN,DTW,312
3,-3,MSN,DTW,312
4,0,MSN,DTW,312
5,-3,MSN,DTW,312
6,-2,MSN,DTW,312
7,-3,MSN,DTW,312
1,-3,MSN,DTW,312
2,-2,MSN,DTW,312
3,-2,MSN,DTW,312
4,-3,MSN,DTW,312
5,-4,MSN,DTW,312
6,-3,MSN,DTW,312
7,NA,MSN,DTW,312
1,21,MSN,DTW,312
2,-2,MSN,DTW,312
3,-3,MSN,DTW,312
4,-3,MSN,DTW,312
3,5,MSN,DTW,312
4,204,MSN,DTW,312
5,NA,MSN,DTW,312
6,-3,MSN,DTW,312
7,-3,MSN,DTW,312
1,-3,MSN,DTW,312
2,-1,MSN,DTW,312
